userName,score,at,content
Khafid Hamdhani,1,11/4/2022 0:32,Aplikasi ngak berguna.
Mardiantono Mardiantono,5,11/4/2022 0:31,layanan mudah dan cpat
Rachmattullah,5,11/4/2022 0:25,"Baru mau install.... nggak jadi deh banyak yang kasih bintang 1, artinya nilainya jelek nih aplikasi, banyak issu miring"
ardi tambunan,5,11/4/2022 0:18,good
eri ari anggara,5,11/4/2022 0:10,"mudah,cepet"
Hendrawan,4,11/3/2022 23:54,"Traveloka eats kpan ya ada lgi,,"
Darma Pratama,5,11/3/2022 23:38,bagus
rudi junaedi,5,11/3/2022 23:09,Sangat membantu dlm aktivitas pemesanan hotel dan perjalanan.
Fitra ramdan,2,11/3/2022 22:52,Tolong dong d perbaiki lagi saat poto ktp padahal sdh jelas poto ktp.sdh brpa ratus kali poto tetap bilangnya kurang jelas padahal sdh jelas sekali .gimna ini tolong d jelaskan
Sri Dovy,5,11/3/2022 22:03,baik
Dudi Riadi,5,11/3/2022 21:03,Jadwal pesawat Kupang jakarta
Iwan Oge,5,11/3/2022 18:56,ok banget
April Zhon,1,11/3/2022 17:57,"Kecewa karena paylater saya kok di hapus. Pdahal udh di Acc 2.5jt kok sekli nya mw pakek kok harus pengajuan lg,jd mls yaa jd aku Hapus aj.."
Armi jono,5,11/3/2022 17:52,memudahkan perjalanan saya
Felix Felix,5,11/3/2022 15:28,sangat membantu
auw yang,5,11/3/2022 15:08,Good Job
TERNAK HOBI,5,11/3/2022 15:06,mantap all in
Aldian Putra,5,11/3/2022 15:06,mudah
Vina Vania,5,11/3/2022 14:59,mudah ja
Leonardo,1,11/3/2022 14:36,"Hanya karena jarang pakai paylater langsung diblock dan tidak bisa di aktifkan kembali, lucu sekali, kalian punya data saya, trus kalian block seenaknya hanya krn jarang pakai, orang liburan juga ga setiap saat, yang penting kan kalau saya pakai saya selalu bayar tepat waktu, sangat ga masuk akal."
Ade Gunawan,1,11/3/2022 14:35,"Sumpah saya kecewa dengan pelayanan tanpa solusi yang diberikan cs online chat dan emailnya atas ketidaknyamanan yang saya alami dikarenakan perbedaan kebijakan khusus dibagian KRL. Saran saya buat user yg lain, lebih baik pembelian tiket KAI di website resminya KAI saja karena lebih Update."
SH CHANNEL.26,1,11/3/2022 14:32,Gak bagus masak cek keberangkatan bus kereta peswat gak di temu kn aplikasi jlek
Izzah,5,11/3/2022 13:56,Bagus
Zainuddin Fase,5,11/3/2022 13:30,ok
agus wahyono,5,11/3/2022 12:00,good
mata nusantara,5,11/3/2022 11:51,simpel pembayaran di alfamart. juga ramah pelayanannya
Eka Sofiyani,5,11/3/2022 11:46,"sangat puas memakai jasa aplikasi ini, trimksih traveloka atas plater2 dan kepercayaan nya, sukses selalu"
Anggun Candra,4,11/3/2022 11:10,bukan kaleng2
Semuel Ruben,5,11/3/2022 11:05,good application
wanda nda,5,11/3/2022 11:03,simple dan cepat
azka affectio daily channel,5,11/3/2022 10:54,memudahkan booking hotel dan pesawat
Muswar Irawand,5,11/3/2022 10:47,proses cepat
Feri Dwi Sampurno,5,11/3/2022 10:10,Walk Out dari trapeloka itu membahagiakan sekali.... ini nilai-nilai yang saya pelajari langsung dari Ananda Sukarlan yang keren itu....
Dessy Rizka,5,11/3/2022 9:57,Oln mm mm
Elly Susita Ambarsari,5,11/3/2022 9:57,sangat memuaskan menggunakan aplikasi traveloka ini
Bembeng Roy,5,11/3/2022 9:20,ok
Ahmad Ahmad,5,11/3/2022 9:07,good
Eko Hutabarat,5,11/3/2022 9:03,9bo ds5 .z6
Toni Toni,4,11/3/2022 8:52,ok
anita kurnia,5,11/3/2022 8:11,okeeee
Alfens Mauboi,5,11/3/2022 8:08,baik
Miftakhul Huda,5,11/3/2022 7:46,mudah dan lebih nyaman
Mita Iliani,5,11/3/2022 5:58,sangat baik
Karel Ambo,5,11/3/2022 5:41,mantap...tiket ...murah
Mim Musa,5,11/3/2022 5:13,جيّد جدّا
B.A.Y Y,5,11/3/2022 4:48,mantap
Fadilah Ss,3,11/3/2022 4:41,terlalu banyak biaya tambahan nya bingung
Sahrul Hidayat,1,11/3/2022 4:26,Baru download gak bisa masuk😐
resa Aprillya,5,11/3/2022 4:24,bagusss
ali fikri,2,11/3/2022 4:15,Untuk tukar point dengan makanan apakah promonya sudah habis ?
chandra suwandi,5,11/3/2022 3:20,Sangat membantu dan praktis ngga ribeut
Aguslim lim,4,11/3/2022 2:54,sangat baik dan cepat
M. AK Zailani Hsb,1,11/3/2022 2:40,sorry gw uninstall. gara2 kalian masukan biaya asuransi malah gak bisa klaim dikantor.
Rizal Maulana,5,11/3/2022 2:28,"jangan cuma omong doang, otw dong wkwkw"
Rejuan Zoelfiqhar,1,11/3/2022 2:11,"Tega, sisa uang driver tidak dikembalikan"
Muhammad Fatkhur,5,11/3/2022 2:02,bgus bgt
Ichsan Hutagalung,5,11/3/2022 1:50,masih tetap bagus & bermanfaat.
Indra Rauf,5,11/3/2022 1:18,nyaman
Fha Latifah,5,11/3/2022 0:49,senang menggunakan traveloka
Narso Boygan,5,11/3/2022 0:32,aplikasi yg memudahkan traveler
Komang Santikayana,4,11/3/2022 0:17,Baik sekali
Farida Wongso,5,11/2/2022 23:40,sangat Membantu Sdh Berlangganan cukup lama dgn traveloka Sukses terus
Wahyu Ayub,5,11/2/2022 23:03,terbaik
Adi Nugroho Wijayanto,5,11/2/2022 22:18,asu
Tomy Saputra,1,11/2/2022 16:03,gooddd
Arfin Watilete,5,11/2/2022 15:12,"Informatif, data yang disampaikan di aplikasi cukup detail"
agus orion,1,11/2/2022 15:01,Tolong hapus data saya.. saya coba registrasi di pay laternya ternyata cuma ambil data saja tolong jangan disalah gunakan data saya. Terima kasih
herawan iwan,5,11/2/2022 14:35,terus berharap selalu terbaik
Relaxing Chord,5,11/2/2022 14:16,aplikasi yang sangat membantu
Jepi Pi,1,11/2/2022 14:03,"Semakin susah kalau pesan' hotel harus ada kartu keridit ,semakin ribet aja ini aplikasi"
Irwan Hsb,4,11/2/2022 13:59,Good apk
abdullah syafi'i,5,11/2/2022 13:55,Beli tiket pesawat pas di bandara tidak ada kursi
Angga Herlambang,5,11/2/2022 13:26,sangat membantu
Jusuf Maulana,5,11/2/2022 13:19,"Simple , Mantab 👍🏽"
Mashum Abdul Jabbar,4,11/2/2022 13:12,Good
Tan Khen Hong,5,11/2/2022 12:52,"belum pake ...GK bisa comment,"
Mhand channel,5,11/2/2022 12:35,sangat suka sama aplikasi ini 😍 Mempercepat segalanya 😇
Isti Rahayu,5,11/2/2022 12:12,Lwowawa
Painten Painten,5,11/2/2022 12:01,Traveloka emang jagonya
imelda marsya de kock,5,11/2/2022 11:53,baik
m sholakhudin,5,11/2/2022 11:28,Mantap
Wili Hari,1,11/2/2022 11:26,"Jelek, bukan maksud menjatuhkan TPI ini parah banget, sudah melakukan pembayaran TPI di app masih status pending, lalu minta tunggu 1jam stelan itu baru direspon, itu jga GK ad solusi malah jdi tunggu lgi, bw mobil Sampai tujuan hotel jga blm selesai, tlpn ke cust service respon nya sama saja minta tunggu 30menit lgi, 1 kata buat team nya LELET."
Ibnu lutfi,5,11/2/2022 11:08,Aplikasi yg dari dulu saya pakai Terimakasih traveloka sudah membantu proses refund pembelian tiket hotel saya...semoga cepet balik dana saya CS nya ramah sekali...balasan cepat... Aplikasi buat pembelian tiket apapun terpercaya
Eko,5,11/2/2022 10:49,the best
ALdhi Gaming,5,11/2/2022 10:46,nice
Hendy Rijanto,5,11/2/2022 10:34,Excellent👍
agung prastio,1,11/2/2022 10:20,Untuk penurunannya tidak sesuai titik lokasi
Anto Anto,4,11/2/2022 9:56,praktis dan cepat prosesnya
Noor Endah Setyaningrum,5,11/2/2022 9:23,cepat
Abdullah Faishol,4,11/2/2022 9:09,helpfull
Zezo Van,5,11/2/2022 9:02,mbantu banget. paylaternya dan terbaik ACC nya
Joyce Setiawan,5,11/2/2022 7:51,cepat mudah dan praktis
tjutjuk sugiharto,5,11/2/2022 7:49,mantap traveloka
Mr. Tan,5,11/2/2022 7:16,ok
Dhimas Putro Pamungkas,5,11/2/2022 7:09,ok
Timothy Ryan,1,11/2/2022 6:40,Traveloka tidak profesional. Sudah payment tiba tiba di kirim email harus refund butuh 3-5 hari lagi. Perbaiki manajemen dan kualitas.
Siti Fatimah,5,11/2/2022 6:31,Tereveloka smg benar2. Menjd penarik pelanggan yg aman dan nyaman para konsumen drmnpun berd. Smin
Otniel Paut,1,11/2/2022 6:18,"Traveloka tidak cocok untuk semua kendaraan baik Travel bus, pesawat, dll jam nya bukan keberangkatan tapi hanya estimasi. Saran saya aplikasi ini tutup saja"
orangkaya sejati,5,11/2/2022 6:17,Sangat memuaskan
Thamrin Chen,1,11/2/2022 5:56,"Hati2 pakai traveloka, order kita dibatalkan, refund gak full malah kena charge biaya cicilan, padahal bukan kesalahan kita. Kapok pakai traveloka."
Slamet 1404,5,11/2/2022 5:54,terimakasih
Indra Irawan,5,11/2/2022 5:52,aplikasi yang sangat membantu di saat sy ada keperluan mendesak dalam perjalanan pesawat maupun dan sangat recommended.. makasih traveloka sukses terus good luck
nur taufik,5,11/2/2022 5:46,good
Ruslan Lestusen Nur,1,11/2/2022 5:17,Kapok Kapok Pakai Apk Traveloka Ngk Jelas Refund Hak Orang Ngk Jelas Hati2 Apk Ino
Esrie Meraja,5,11/2/2022 5:11,baguslah
Puspa Yadi,5,11/2/2022 3:50,Traveloka is the best....murah...cepat...akurat ...mantap.
AculR4,5,11/2/2022 3:06,👍
Wawang Cilik,4,11/2/2022 2:43,ok
Nasir Arif,4,11/2/2022 1:56,Sangat membantu
Yulia Darma,5,11/2/2022 1:28,cepat dan praktis
Friyadi Oke,4,11/2/2022 1:03,keren
ROBETH SMKN1SENAYANG,5,11/2/2022 0:41,ok
iwan set,5,11/1/2022 22:25,good
Zulkifky Makmur,5,11/1/2022 22:24,ok
Cecep Suriyadi,1,11/1/2022 22:22,Menu nya banyak yang hilang Seperti traveloka eats sama traveloka mart
roni cacad,5,11/1/2022 20:43,encess
Marubah Zorank,5,11/1/2022 18:50,bagus
Erwin prtama,5,11/1/2022 18:33,mantap
Syal 12,5,11/1/2022 17:54,oke
purnawan purnawan,5,11/1/2022 16:20,ok
Irwanwolfangg,2,11/1/2022 16:02,"Saya pesan tiket tanggal 5 bulan November, Tiba-tiba tadi sore saya mendapatkan email bahwa penerbangan saya di batalkan oleh maskapai Lion air. Saya harap Traveloka harus lebih tangkap dengan masalah masalah ini"
Ida Made Jayantha,5,11/1/2022 15:53,perfect...🙏
adi wibowo,5,11/1/2022 15:53,mudah dipakai
Christoffel Mintardjo,5,11/1/2022 15:15,"Aplikasi terbaik dan terpercaya untuk traveling: pilihan moda transportasi (pesawat, kereta), penginapan (hotel, hostel, gh), serta banyak info wisata. Pembayaran fleksibel dan tersedia paylater yang mudah diapply dgn cicilan rasional. Saran, bisa ditambah juga dengan pembelian tiket kapal laut antar pulau supaya lebih lengkap dan terdepan."
Aldiman_Ìrjal,5,11/1/2022 14:39,Sangat Bagus 👍
Siahaan Huta,5,11/1/2022 13:59,bagus
Redi Wijaya,5,11/1/2022 13:37,"cepat, tepat, akurat"
Dian Fatmawati,5,11/1/2022 12:51,cepat dan simple
Adi Supriadi,5,11/1/2022 12:50,terimakasih traveloka
Chandra Adhi,1,11/1/2022 12:29,ok
Edwin Siwilliam,5,11/1/2022 11:44,mantul traveloka
widodo,5,11/1/2022 11:38,mantap banget..banyak discount
Darrul Annisa,5,11/1/2022 10:14,Alhamdulillah pake Traveloka sangat membantu sekali.. untuk proses refund juga sangat cepat. Terimakasih Traveloka 🥰
Abd Sany,5,11/1/2022 10:05,begitu mudahnya dalam pembelian tiket
Syafi'i Ns,5,11/1/2022 10:00,gampang tanpa ribet
Wakanda forever,5,11/1/2022 9:43,cepat dan tepat harga nyaman
el revelation,5,11/1/2022 9:27,Aplikasi terbaik...
Kus Mawan,1,11/1/2022 9:16,Dulu app ini sangat membantu bt sya tpi sekarnga makin buruk app nya entah kenapa
Syaiful Rahmadi,5,11/1/2022 9:01,aplikasi sangat membantu dan mantap dalam hal tranfortasi
Nursyamsu Abubakar,5,11/1/2022 8:59,mantap
Fajar famila,5,11/1/2022 8:17,puas
Hamidah Ftry,5,11/1/2022 8:15,Sangat membantu dan sangat user friendly jadi mudah di mengerti
iin kurniati,5,11/1/2022 8:01,adanya pay later memudahkan 😁
Adi Sofyan,1,11/1/2022 7:58,Ga jelas kenapa ga di acc paylat nya
tri hardiyanto,5,11/1/2022 7:53,Easy and Safety
Marking Koi Boyolali,5,11/1/2022 7:48,membantu
Ahnaf harit,5,11/1/2022 7:19,ok
Dicson Son,5,11/1/2022 7:01,Mantap🙏🙏
Eugenio Pravareza,5,11/1/2022 6:57,sangat baik
Rusdy,5,11/1/2022 6:53,terbaik
Heri Siswanto,5,11/1/2022 6:51,Bagus saya bisa naik pesawat lagi
Calvyn Kolimon,4,11/1/2022 6:43,Jt.mucc.
ADI ANDIKAR,4,11/1/2022 6:28,Ole bagus
Widiyawatie Setyaningrum,4,11/1/2022 6:16,pelayanannya sangat cepat dam baik
Ike Buu,5,11/1/2022 5:29,Ok Lah..
Silviani,5,11/1/2022 2:34,bagus bgt
Agus Rianto,1,11/1/2022 2:08,sumpah Sangat kecewa Pakai Traveloka. Awalnya sih Enak tapi Makin kesini makin aneh. Layanan Refund Paylater gak di urus sampe sekarang .. Gak lagi lagi pakai Traveloka.
Rial 7890,5,11/1/2022 2:02,lebih mudah dan lebih cepat
Muchlis Bado,4,11/1/2022 0:44,sangat mudah di gunakan
sangkuriang bdg,2,11/1/2022 0:35,Traveloka paylater sekarang sudah tidak bisa pakai untuk eat delivery ya..
Rohani Amelia,5,11/1/2022 0:22,Terbaik
Wendy Brownies,1,10/31/2022 23:45,Lebih dr 200rb mitra terdepak karna penutupan layanan eats
TV Weng,5,10/31/2022 21:02,pesan tiket jadi lebih mudah
TOHIRWAN BIN SARWAT,5,10/31/2022 19:05,Sangat membantu sekali
Tuti Adam (Tutiaryati),5,10/31/2022 17:06,pelayanan prima... mantaap
rafika dompu,1,10/31/2022 16:05,Kecewa klok beli tiket di batalkan sepihak.. rugi waktu karna tunggu pengembalian dana yg lama... plus dana yg di kembalikan juga di potong biaya... seharusnya ada pertanggungbjawaban di hal ini...bukan malah memotong biaya dri pelanggan
Muhammad Jauzi alfarizi,5,10/31/2022 15:45,Aplikasi ini sangat bagus sekali saya suka bisa apa saja Terima kasih udah membuat aplikasi ini saya merasa nyaman memakai aplikasi ini Terima kasih
Arif Bilah,5,10/31/2022 15:35,Saya ingin menggunakan sesuai program sistem proses
Pra Noto,5,10/31/2022 15:02,Tapi susah banget bisa lolos pengajuan pay later
Johanes Radja,5,10/31/2022 14:57,mantap
Tina Radja,5,10/31/2022 14:40,Selalu memuaskan!!
Yahya Ghale,5,10/31/2022 14:35,Mau blm bokep
Sandi Robinson,5,10/31/2022 14:14,keren dan sangat membantu
Sakoco Satsunu,1,10/31/2022 14:00,ada biaya layanan yang mahal
Lovita Sari03,2,10/31/2022 13:55,Ini udah ga ada traveloka eats ya
MY Sugiarto,5,10/31/2022 13:25,bagus
Tajudin Tj,5,10/31/2022 13:02,good job
Fendy Prasetiya,4,10/31/2022 12:56,bagus
haha tu,5,10/31/2022 12:55,Membantu sekali
Joni Sijabat,5,10/31/2022 12:16,Mantap👍
Graphic Design Wirapratama,5,10/31/2022 12:10,"Refund tiket tidak sesuai dengan informasi estimasinya, bahkan sangat jauh, beli tiket 3 jutaan kembalinya cuma 500rbuan, info dari maskapai sebagai alasan utamanya...gpp deh, syukur2 mau ngembaliin ya, walaupun cuma 500rbuan"
Muhammad Naungan,5,10/31/2022 11:49,nice..
Putra Entana,5,10/31/2022 11:36,bagus membantu
Andi Yvci,5,10/31/2022 11:29,Terimakasih Traveloka 🙏
Nandriantara,5,10/31/2022 11:18,nice
Amrul Setiawan,5,10/31/2022 11:16,Mkasih saya slalu pakai traveloka
Sriyono Urologi,5,10/31/2022 11:13,Flag inappropiate
Pramitasari Anggraeni,1,10/31/2022 10:23,Geje
Aryyan Syakil,5,10/31/2022 10:05,quick respont..excellent...
Deasy Maengkom,5,10/31/2022 9:47,"Terima kasih Traveloka. Harga, jadwal dan jenis penerbangan yang sangat membantu. Sangat variatif sekali. 😊🙏"
Perjalanan Traveling,5,10/31/2022 9:25,mantap
M.safi'i Rohman,4,10/31/2022 9:20,baik
Tropis Indonesia,1,10/31/2022 9:04,Aplikasi taikkk cicilan paylater saya dari 7 juta lebih turun ke 2 juta.
Catur Widodo,5,10/31/2022 8:56,Good
Ato Suryadilaga,5,10/31/2022 7:54,"Ok selama aku pakai hampir setahun tidak ada masalah lancar lancar aja ,kalo bisa tingkatkan di fitur makanan dan minuman lebih bervariatif"
Muhammad Rafi Sutrisno,5,10/31/2022 7:30,sangat mudah
Pengguna Google,4,10/31/2022 6:46,mudahan lancar
Adrianus Sehaman,5,10/31/2022 5:25,Sangat terbantu dengan aplikasi ini dan mudah untuk jalan ke luar kota dan untuk ke luar negri
Wahyu Purwanto,5,10/31/2022 5:23,mantap
HERI SETIAWAN,1,10/31/2022 4:52,"Saya telah melakukan refund,tapi dana belum segera dikembalikan."
"Purnomo Sari SH, MH",5,10/31/2022 4:42,pilihan tepat untuk memilih hotel
Maswin Tin,5,10/31/2022 3:48,bagus
Ryo-chan Yoshioka,4,10/31/2022 2:29,"Buat service b5, tp buat kesigapan b4 gpp ya soalnya cukup lama buat nanganin beberapa kasus trouble sama pihak hotel. Oh ya, dan mohon untuk update berkala sama daftar hotel nya jangan di keep buat hotel yang suda tidak lagi kerja sama dengan anda."
AjiBayu Prakosa,1,10/31/2022 2:16,"1. Kecewa banget ya , Traveloka CS nya harus ada pesenan yg aktif klo engga kita ga bisa ke CS lewat chat ga bisa dpt jWaban ky CS lain yg bener2 bisa ngomong lgsg. 2. Sekarang traveloka eats ga bisa digunain trs ngapain ada disitu kalau emg sudah di nonaktifkan"
JOHN WESLY S Saragih,5,10/31/2022 1:59,"Mudah, tapi Diskon penerbangan nya sudah ga ada"
Ridwan,1,10/31/2022 1:53,Tholol msukin nama perusahaan susah banget anjg
Zainur Roziqin,1,10/31/2022 1:30,Dulu pembayaran sangat mudah sekarang ribet
Setiyoso SE,5,10/31/2022 1:12,Menebarkan kebencian
jeany alexandra,5,10/31/2022 0:51,good
Hendra Sirajuddin,5,10/31/2022 0:47,"ok, sangat membantu"
Ceuceu neng,5,10/31/2022 0:02,"Membantu banget, seneng bgt punya aplikasi traveloka, berikut paylaternya, mendukung hobi saya staycation, pesen makan jg gampang, cm pilihan resto nya msh sedikit, tingkatinlagi, 10 bintanggg buat traveloka"
Robi Hardini,4,10/30/2022 23:49,lebih cepat
Agus Cancu,3,10/30/2022 23:36,Sangat Bagus
Yulia Retno Palupi,5,10/30/2022 23:35,"terbaik,terima kasih traveloka"
Joaquina Soares1974,5,10/30/2022 23:31,Trimah kasi Aplikasi traveloko
arip hidayat,5,10/30/2022 23:14,mantap prosesnya
ZULKIFLI /,5,10/30/2022 22:24,Sangat membantu
Arif Idam,5,10/30/2022 20:46,Terbaik dahh
Jariah Jariah,5,10/30/2022 17:46,In
Khalid Zulkarnaen,5,10/30/2022 15:27,Ternyata.. turut prihatin
Maidi Yakri,5,10/30/2022 15:02,Alhamdulillah ya Allah lengkap nya
diah puspa dewi,5,10/30/2022 14:42,"Sx DDS, sex dzf xx xx wsrsx hd' g6fd to y f$,&""$**"
Darwis Darwis,4,10/30/2022 13:36,baik
Ayahe Daren,5,10/30/2022 13:06,sangat bagus
Anna Rusmayana,5,10/30/2022 12:55,"Tdnya spt yg lain saya selalu pakai traveloka,ttp sejak kejadian di kanisius yg punya traveloka ternyata pembenci Islam....anda benci Islam tdk sadarkah anda bahwa konsumen anda sebagian besar umat Islam.."
prita indah pratiwi,5,10/30/2022 12:33,Aplikasi yg sangat membantu
Denis Wahyudi,5,10/30/2022 12:03,goood
Diah Nur Indah Sari,5,10/30/2022 11:29,"Alhamdulillah respon dari cs nya cepet, jadi hari ini bisa langsung nempatin. Terima kasih admin 🙏❤️"
Rizki Nurmayanti,5,10/30/2022 11:24,Mempermudah dalam setiap perjalanan baik tiket maupun hotel. Dan harga jauh dibawah harga normal. Pertahankan dan tingkatkan utk kepuasan pelanggan.
Zarokhman Al Kh,5,10/30/2022 10:54,Muantap
HOKINDO SUPARJO,3,10/30/2022 10:30,diskon yg banyak
Kursita Aziz,5,10/30/2022 9:24,pertama kali pesan hotel lewat traveloka semoga tidak mingecewakan
Iman Kurnia,1,10/30/2022 9:22,"pengajuan paylater ditolak terus, jadi uninstal ja lg app ini. Tidak mudah seperti iklannya, yg cuma iklan ajaa."
Dede Heryadi,5,10/30/2022 8:29,Scan QRIS susah kebaca
yunda Rahma,5,10/30/2022 8:04,aplikasi mantap
agus sutiyawan,5,10/30/2022 8:03,Ok
Ali Amran jpn,5,10/30/2022 7:43,cepat dan memudahkan
Dimas Al Jabbar,5,10/30/2022 6:13,👍👍👍
M Junaidi,2,10/30/2022 5:58,Uji coba.jika bagus kita tmbh bintangnya
Aloan Kholil,5,10/30/2022 5:57,"sangat puas pakai Traveloka,.."
ade siti,5,10/30/2022 5:54,"selalu nyaman dengan traveloka,sudah dari dulu..pesan hotel,tiket pesawat,kereta api,tidak pernah mrnemui kendala.walau jarang berangkat2, pemesanan tiket pesawat jauh lebih mudah...tinggal klik klik aja"
chandra can,5,10/30/2022 5:42,good
Menpo Panjaitan,5,10/30/2022 5:31,coba
"Rano Aploegi, ST.",5,10/30/2022 5:05,sangat membantu.. selalu jadi pilihan utama dlm pencarian tiket dan penginapan..
TV MEDIA,2,10/30/2022 4:54,Jelek
Hendra Prist,5,10/30/2022 4:54,easy use
Barok Barok,5,10/30/2022 4:32,ok
Nanang Fachrurozie,5,10/30/2022 4:08,mudah dan efisien
Good Day,4,10/30/2022 2:36,Ujh
Erwin Gayo,1,10/30/2022 2:23,kirim buktiny
andrew hosana,5,10/30/2022 1:38,Sangat membatu sekali
Mzainaljalil Dj,4,10/30/2022 1:34,Good Traveloka 🖐🏻👍🏻
Marwan sinji,3,10/30/2022 1:21,ok
Barru Ghani Al-Rasyid,1,10/30/2022 1:11,"mau install malah tertunda mulu aplikasi lain udh beres, hp jadi lag buka aplikasi lain jadi close sendiri, pembatalan download juga gabisa, jangan di install nih aplikasi Traveloka buat beberapa device bikin hp error"
Mahfud Zakariah,4,10/30/2022 1:06,bagus
faisol afandi,5,10/30/2022 0:14,mempermudah pembayaran PBB
Sari Mala,5,10/29/2022 23:11,sangat memuaskan
Sasti Sugiarto,5,10/29/2022 21:03,Aplikasi yg menyenangkan hati.. :)
Ferdian Fexx,1,10/29/2022 20:15,Bintang satu aplikasi aneh ga bisa nambahin alamat
Alfis Ananda M,5,10/29/2022 18:58,keren
Akbar Taufik Amrullah,2,10/29/2022 17:41,"bunga cicilannya tinggi, kalau bisa anda jangan terjebak riba seperti saya"
Rahma Maaa,4,10/29/2022 17:17,Bagus
Jonatas BS,5,10/29/2022 16:05,That's good app
yandi darmawan,5,10/29/2022 15:52,Dengan traveloka liburan menjadi lancar dan nyaman. Terima kasih Traveloka
Hanya MV,5,10/29/2022 15:22,ok mantap...semoga tidak ada kendala
Tinus Randa,5,10/29/2022 14:21,Aplikasi yang diskon hotelnya ngak fake karena paling murah dari aplikasi lain walaupun sudah diskon besar
RATRI BANTUL,5,10/29/2022 13:54,baik
Ardiyan Hadi,1,10/29/2022 13:39,"Respon lama, komplain soal sewa apartemen yg sudah dipesan tidak sesua deskripsi dan foto. Penginapan kotor, kumuh, tidak layak, tv mati, lampu kamar mati namun dari traveloka sendiri tidak solutif dan berbelit-belit"
