"","klasifikasi","score","text"
"2065","Netral",0,"tengkiu"
"2066","Netral",0,""
"2067","Positif",1,"bagus"
"2068","Netral",0,"ok"
"2069","Positif",1,"biaya admin   kembalikan sehnya  refund"
"2070","Netral",0,"top"
"2071","Positif",3,"aasi keren aagi ater nya  membantu  terima kasih traveloka "
"2072","Positif",3,"rekomendasi bermanfaat bagus terimakasih dukungannya"
"2073","Positif",1,"bagus tis  ekonomis"
"2074","Netral",0,"ok"
"2075","Positif",1,"apik"
"2076","Netral",0,"ok"
"2077","Positif",1,"selamat de"
"2078","Netral",0,"ok"
"2079","Netral",0,"heuh"
"2080","Positif",1,"ma kalinya i aasi travelokasaya kasih bintnag "
"2081","Netral",0,"memuaskan"
"2082","Negatif",-1,"mengganggu  hp"
"2083","Netral",0,"transakai mudah "
"2084","Negatif",-1,"sdh  ue  x ttuk n tiket  ohan bandara   tujuan  muncul  arian why"
"2085","Netral",0,"mantap"
"2086","Netral",0,"good"
"2087","Netral",0,"mantappp"
"2088","Netral",0," aja kena admin setiaansaksi bang o jg hny  ngutang ater"
"2089","Positif",2,"payah  ayaran  llewat sliyment  kasih no rek  eh   dr j traveloka  uang hilang  gue i   benalu"
"2090","Netral",0," membantu"
"2091","Positif",1," memudahkan dalan bertransaksi  elian tiket wat"
"2092","Netral",0,"ok"
"2093","Negatif",-1,"buruk  cek  kabdeli serdang    gimanasih"
"2094","Netral",0,"membantu"
"2095","Negatif",-1,"paylater ditolak mohon hadata "
"2096","Positif",1,"memuaskan   kemudahan"
"2097","Netral",0,"  ok "
"2098","Negatif",-1,"parah "
"2099","Netral",0,"okay suka"
"2100","Positif",1,"dana refund  am bulangilaaaaaa"
"2101","Negatif",-1,"  aktif traveloka menu ayaran  sater  aasi  muncul   ue tetadak muncul   unistal   instal ulang tetadak mucul samganti htadak muncul      tq"
"2102","Positif",1,"bagus"
"2103","Netral",0,"gam bgt byr good app"
"2104","Netral",0," membantu"
"2105","Netral",0," membantu sanan tiket  hotel"
"2106","Netral",0,"tr"
"2107","Netral",0," memuaskan"
"2108","Positif",1,"bagus  memuaskan"
"2109","Netral",0,"layanan lancar n "
"2110","Positif",1,"memudahkan arian aunthxs"
"2111","Netral",0,"mantaas i aasi "
"2112","Netral",0,"mantul surantul"
"2113","Netral",0,"a nih  sejam aja tiket udah berubah harganya"
"2114","Negatif",-2,"  isi nama sahaan temsaya   muncul long isi nama perusahaan  valid benarbenar  ulit  akses ater"
"2115","Netral",0,"ok"
"2116","Positif",2,"lumayan memudahkan  arian hotel"
"2117","Netral",0," o"
"2118","Netral",0,"membantu"
"2119","Netral",0," mudah"
"2120","Netral",0,"jossss"
"2121","Netral",0,"aaik"
"2122","Netral",0," membantu"
"2123","Positif",1,"bagus"
"2124","Netral",0,"siilp"
"2125","Netral",0,"yh"
"2126","Netral",0," membantu"
"2127","Netral",0,"terbantu"
"2128","Netral",0,"eror   ayaran lol"
"2129","Positif",1,"cepat"
"2130","Netral",0," membantu "
"2131","Positif",1,"mudah  cepat"
"2132","Netral",0," memudahkan  sanan tiket kereta a utk  yg setian hrs   sby  n "
"2133","Positif",1,"trima kasih traveloka oke  membantu   traveling  harga terjangkau"
"2134","Netral",0,"good"
"2135","Netral",0,"aasi taik pesen hotel nugraha malang  transfer nyamotel kamar full mengajukan refund  diterima"
"2136","Netral",0,"layanan ok"
"2137","Netral",0,"aasi  ngga  ater   hilangtelvn  call center traveloka  alihkan  aasi  aasi eror trustolong  k traveloka   nmer call center traveloka khusus ater"
"2138","Netral",0,"simsat set sat set"
"2139","Netral",0,"mudah bingiit"
"2140","Netral",0,"aasi gak  uma  ksh limit ater t non aktifkan "
"2141","Netral",0,"very good"
"2142","Netral",0,"mantp"
"2143","Netral",0,"good"
"2144","Netral",0,"jumatan iya "
"2145","Netral",0,"mantap"
"2146","Positif",1,"bagus"
"2147","Netral",0," membantu   keuan mendadakthank traveloka "
"2148","Netral",0," kecewa  n akomodasi inasudah bayar lunas samdi lokasi  kamar  h call center dihubungi   tersambung uang  diambil taelanggan terlantar   kondisi hujan  sulit menemukan inaterdekat"
"2149","Positif",1,"moga lbh  kasih  "
"2150","Negatif",-3,"aasi bobrok  udh bayar tiket wat    taustru   antian jadwal tanonfirmasi gila aasi bobrok stiag udh  it udh terencana ni   atur sndiri tanonfirm yanan   memuaskan uang  ketahan smkg  byrny mnta hrus cll"
"2151","Positif",1,"bagus"
"2152","Negatif",-1,"renfund  kenaroses nya   hubungi customer service susah "
"2153","Netral",0,"  data  dihasaya   ah  traveloka "
"2154","Negatif",-1,"poinnya  byk beda  dgn aasi sebelah"
"2155","Netral",0,""
"2156","Netral",0,"aneh level    ga bs ater  makanan"
"2157","Negatif",-1,"overall udah   layanan nya saran   integrasi  sanan tiket kapal"
"2158","Netral",0,"aneh setiaftar ater mentok  lokasi   udah bener     biar  aktif ater"
"2159","Positif",3,"terima kasih traveloka aasi   membantu alanan    semoga sukses  "
"2160","Negatif",-1," boking tiket wat   gagal trs es ayaran susah loading mulu"
"2161","Netral",0," membantu"
"2162","Netral",0,"  lu tamakku kate   rajin sikat gigi su   terbang terimakasih"
"2163","Netral",0," menonton vidio on"
"2164","Netral",0,"mantak ah  "
"2165","Netral",0," bermanfaat  n tinggal klik banyakin o  min"
"2166","Negatif",-3,"aasi ga   akun ater diblokir tanemberitahuan  alasan an  gda tagihan   bayar tewaktumenjelang bangkrut yaa bosss"
"2167","Netral",0,"  bsa mengistal"
"2168","Netral",0,""
"2169","Positif",1,"mohon  traveloka disaat yar mellu alfa knl bermslh dgn sistem jaringan atu utk memilih yarany g  org memiliki atm jng diulit tolng diuas lgi dgn sistem ayar dialfa  indomart biar mudah utk sistem yaranya trm ksh"
"2170","Netral",0," membantu"
"2171","Negatif",-1," n hotel  bayar  terbit voucher   check in k hotel    i aasi   walaureskomn cetetangat merugikan  segi   beresiko  yg kemalaman  jalan tolong ditertibkan hotel nakalfiktif su  masuk apk"
"2172","Netral",0,"   sekrang sy teteke traveloka    fiture yg menarik"
"2173","Negatif",-1," ribet  sllu  udah"
"2174","Netral",0,"the best"
"2175","Netral",0,""
"2176","Positif",1,"kenaa  nerima otaneh banget"
"2177","Positif",2,"terima kasih traveloka alanan   mudah"
"2178","Netral",0," membantu"
"2179","Negatif",-1," taaat tiakar  gagal trus  hoaxkah"
"2180","Netral",0,"mudah  affordable"
"2181","Netral",0," mudah  membantu"
"2182","Positif",2,"pengembalian dana refundya  "
"2183","Netral",0,"mantap"
"2184","Netral",0," memuaskan"
"2185","Netral",0," dicheck  ditindak harga hotel diaasi terkadang  sesuai  tarif hotel    dimanfaatkan  oknum  hotel  alasan   uang tambahan   alasan harga diaasai    harga hotelnya    bayar kali  jatuhnya  mahal  memberatkan customer  rejga  ah hotel   sesuai  haradan   check in"
"2186","Netral",0,"top"
"2187","Netral",0,"good apps"
"2188","Positif",1,"bagus"
"2189","Positif",2,"terbaik  tercepat"
"2190","Netral",0," ng butuh"
"2191","Netral",0,"jos tenan e"
"2192","Negatif",-1,"ga  refund  batal nan h"
"2193","Netral",0," terbantu  yg mager beli tiket diluar akses mudah  ajuan ater  ce makasih traveloka jsribu"
"2194","Netral",0,"mantangat membantu"
"2195","Positif",1,"keren  membantuuuu  teraya"
"2196","Positif",1,"bagus memeudah"
"2197","Netral",0," "
"2198","Negatif",-1,"aidak  login uda dicoba dr beberaulan tete "
"2199","Netral",0," mudah"
"2200","Positif",1,"banyakin bonus"
"2201","Netral",0,"good flight"
"2202","Positif",1,"mantab"
"2203","Netral",0,"  login"
"2204","Netral",0,"suka   traveloka "
"2205","Netral",0,"mudah  "
"2206","Netral",0,"cakep"
"2207","Negatif",-2,"  ue ko  lemot ya       sanan"
"2208","Netral",0,"semoga dakejutan menarik  setiambelian tiket wat   laon"
"2209","Negatif",-4,"hati hati  ater nya paylater nya      alasan keamanan  yg a  yg  tagihan  oktober  sy lunas    ater     tay   hutang    nya     males  bayar tagihan   alasan ater        aasi ater      berjalan  lunas   auto galbay dah alias gagal bayar"
"2210","Netral",0,"trmksih traveloka"
"2211","Netral",0," "
"2212","Negatif",-1," jelek aasi nya "
"2213","Negatif",-2,"kenani traveloka memblokir akun     mengajukan refund   alan  diubah keberangkatan  maskaloin air  alanan  wing air terkendala  gagal terbang   kejelasan rbangan   diblokir akunt "
"2214","Netral",0,"aasi yg  membantu"
"2215","Netral",0," kenaats nya ditutu tolong jgn ditutung"
"2216","Netral",0,"  rumit  la"
"2217","Negatif",-2," daftar ater ngisi alamat udah lengkadatailnyaa et selesai ga  tolong diaiki  "
"2218","Netral",0,"nice a  mudah  aasinya thank you"
"2219","Netral",0,"mantap"
"2220","Positif",1,"bagus"
"2221","Positif",1,"simdan semoga aman teraya"
"2222","Negatif",-1,"kecewa yanan lambat  es refund   solusi yg  aasi    membantu"
"2223","Netral",0,"payletternya   turun  engga ah bayar telat"
"2224","Netral",0,"ok"
"2225","Netral",0," "
"2226","Netral",0,"kadang sistem terkendala"
"2227","Positif",1,"cedan efisien"
"2228","Netral",0," membantu "
"2229","Netral",0,"verry good"
"2230","Positif",1,"bagus"
"2231","Netral",0,"tingkatkan  yanan nya su  "
"2232","Positif",2,"kenaaya  digangguin  iklan   ing      tatkala   daftar  nomor control via online tolonglah terima kasih"
"2233","Netral",0,"good"
"2234","Positif",1,"keren"
"2235","Netral",0," membantu"
"2236","Netral",0,"great"
"2237","Netral",0,"aya  membantu"
"2238","Negatif",-1,"aasi a  udah daftar masukin no tlvn tetea gak  daftar  fb   email   balikin kuota gua"
"2239","Netral",0,"kemanakita i traveloka "
"2240","Netral",0," langganan  "
"2241","Netral",0,"semoga  membntu"
"2242","Netral",0,"memuaskan"
"2243","Positif",1," bagus"
"2244","Netral",0,"nice"
"2245","Netral",0," mudah  gam"
"2246","Netral",0,"mantabb"
"2247","Netral",0,"good"
"2248","Positif",1," kecewa refund  sulitnunggu es   uang gk da  samsekarang"
"2249","Netral",0,"mantap"
"2250","Positif",1," ditingkatkan layannanya"
"2251","Negatif",-2,"so far so good ya  traveloka  ah mengecewakan good traveloka keeing "
"2252","Netral",0,""
"2253","Netral",0,"cedan mudah"
"2254","Positif",1,"traveloka  bagus"
"2255","Netral",0,"mantap"
"2256","Negatif",-1,"tolong donk data  isian alamat kantor  etter d arui donk udh d kelik lengka   save krn   huruf cay berkali kali mengisi"
"2257","Netral",0,""
"2258","Netral",0,"good service"
"2259","Netral",0," membantu"
"2260","Netral",0,"pelayanan exelent"
"2261","Netral",0,"good service"
"2262","Positif",2,"ok terima kasih smoga   "
"2263","Positif",1,"transaksinya cepat"
"2264","Netral",0,"h transaksi transfer  bri   maintenance "
"2265","Netral",0,"membantu"
"2266","Positif",1,"alhamdulillahmudah sdh  i traveloka haya sayang ter  non aktifkan samka"
"2267","Negatif",-1,"gunaan gam   membingungkan"
"2268","Netral",0," membantu"
"2269","Netral",0," jd mudah dgn  traveloka"
"2270","Netral",0,"great"
"2271","Netral",0," terbantu  aasi "
"2272","Positif",1,"mohon maaf   daftar taode verifikasi ga muncul tolong dihadata   disalah  tolong  hademi kebaikan  "
"2273","Positif",1," bnyak turan   msukbaru   masukkeversi terbaru  bilangnya bikin malas sja"
"2274","Positif",1,"terimakasih  terbantu aasi yg bagus"
"2275","Netral",0,"mantap"
"2276","Netral",0,"okk"
"2277","Positif",1,"terbaik"
"2278","Netral",0,"moscow moscow    moscow "
"2279","Netral",0,"  haaasi  "
"2280","Netral",0,"memuaskan"
"2281","Netral",0,"manta"
"2282","Netral",0," "
"2283","Negatif",-1,"bangkrut"
"2284","Netral",0,"mantaaap"
"2285","Netral",0,"mantap"
"2286","Netral",0,"the best"
"2287","Netral",0,""
"2288","Positif",5,"  suka  senang  aasi traveloka  denya ngan tiket wat  bonus      tetaa  menambah daya tarik konsumen  aasi traveloka torkotorima kasih"
"2289","Netral",0,"mantaa"
"2290","Netral",0," mudah  membantu"
"2291","Negatif",-1,"kenaror mulu kak   chat costumer servis nya taidak membantu     booking tiket bus   susah    beraali memakai aasi     eror"
"2292","Positif",1," cepat"
"2293","Positif",2,"bagus banget gue suka  aasi nya"
"2294","Netral",0,"ok"
"2295","Netral",0," merubah jadwal rbangan"
"2296","Netral",0,"mantap"
"2297","Positif",1," ama beli semoga mengesankan i traveloka"
"2298","Netral",0,"coba "
"2299","Netral",0,"mantap"
"2300","Netral",0,"manta ama"
"2301","Netral",0,"memudah"
"2302","Netral",0,"mantapp"
"2303","Negatif",-1,"a  aasi ajuin refund  ga "
"2304","Netral",0,"traveloka  ho diskon besarbesaran giliran  i o habiskan aneh pd  bnyk booking  traveloka ttak  ngan hargalbh    agoda lbh mantayk o nyata dgn ngan harga i"
"2305","Netral",0,"traveling   mudah"
"2306","Netral",0,"mantap"
"2307","Netral",0,"tolong dibantu uang saldoku   traveloka hilang    isinya udah coba aktifkan  taotifnya nomor  terdaftar   darurat kaya gini  hilang  saldonya tolong  solved donggg"
"2308","Netral",0,"good"
"2309","Netral",0,"ok"
"2310","Netral",0,""
"2311","Netral",0,"i bought bf and i used him for sex"
"2312","Netral",0,"ok  membantu"
"2313","Positif",1,"   bagus"
"2314","Netral",0,"lanjutkan"
"2315","Positif",1,"bagus yanannya"
"2316","Netral",0,"good"
"2317","Netral",0,"bgus"
"2318","Netral",0,"ok"
"2319","Positif",1,"bagus"
"2320","Negatif",-1," nggan  taecewa ah  yg    saranin  claim yg jwab bot ga     mksh"
"2321","Negatif",-1,"uangku saldonya terng  transaksi eats deliverynya gagal sdh solve"
"2322","Netral",0," n kamar  beraari harganya  mahal   sehari  udah  boking   gitu uma aja n bnyak  taahal  dengandi banding harga seharinya"
"2323","Positif",1,"memudahkan"
"2324","Netral",0,""
"2325","Netral",0,"good"
"2326","Netral",0,""
"2327","Negatif",-1,"pelayanan yg  buruk"
"2328","Netral",0,"mantul"
"2329","Netral",0,""
"2330","Netral",0,"blm berng kelain hati"
"2331","Netral",0,"terimakasih"
"2332","Positif",1,"trimakasih smoga smakin sukses"
"2333","Netral",0," membantu"
"2334","Netral",0," "
"2335","Netral",0,"pengembalian refurd  market esnya  ham  ga balikbalik"
"2336","Netral",0,"trimakasih traveloka sgt membantu aktifitaz sy"
"2337","Positif",1," teruji ng gam  cmengenai harga beda beda dikit bintang "
"2338","Positif",1,"aasi susangat membantu  alanan  rekomendasi  traveling"
"2339","Positif",1,"memudahkan transaksi"
"2340","Netral",0," terbantu  aasi traveloka "
"2341","Netral",0,"mantap"
"2342","Netral",0,"maen  game nya"
"2343","Positif",1," bagus"
"2344","Netral",0,"    membantu"
"2345","Netral",0,"simeasy"
"2346","Netral",0,"jos gandos"
"2347","Netral",0,"mantap"
"2348","Positif",1,"  ue n makanan  gk  bayar eter   membantu"
"2349","Netral",0,"trims travelokan   mudah"
"2350","Negatif",-2,"kenauat verivikasi virtual number ga    kendala sistem   susah "
"2351","Netral",0," liburan  mudah"
"2352","Negatif",-1," sdh  memakai aasi traveloka   ater bri ater tetaiba  ue aasi  ater bri menghilang  akasi yg   disuruh daftar ulang aasi ater dgn limit std  juta aaksudnya  aarena limit  sdh dinaikan  bank  traveloka sdh gak kerja  dgn bri"
"2353","Netral",0,"mantap"
"2354","Netral",0,"    "
"2355","Negatif",-1," kecewa  nganan cs nya"
"2356","Netral",0,"good"
"2357","Netral",0,"good"
"2358","Netral",0,"diskonnya    hotelrb gt rb"
"2359","Positif",2,"  han utama utk traveling knya terbaik"
"2360","Positif",2,"es  cepat"
"2361","Netral",0,"membantu"
"2362","Netral",0,"dicoba fitur barunya kak"
"2363","Positif",1,"cek ri cek tuk traveling dsni aj lmyn recomended  hrgnya sesuai bujet"
"2364","Positif",2,"langganan terbang kaun  kemanainstan  murahh   onya terima kasih traveloka"
"2365","Netral",0,"good"
"2366","Positif",1,"hebat traveloka murah  check in mudah  dah langganan"
"2367","Positif",1,"bagus"
"2368","Netral",0,"mantaudahkan  kebutuhan   keluarga "
"2369","Netral",0,"ok"
"2370","Netral",0,"tot aplikasi goblog"
"2371","Positif",3,"terima kasih traveloka memudahkan urusan travelling"
"2372","Netral",0,"mantap"
"2373","Netral",0," membantu  sanan tiket wat terimakasih "
"2374","Netral",0,"ok"
"2375","Netral",0,"mantap"
"2376","Netral",0,"alhamdulillah  terbantu  sanan tiket wat    rumah sdh  mendaan  trimksh byk traveloka"
"2377","Netral",0,"goof"
"2378","Positif",1,"mantab   opsi"
"2379","Netral",0," cedan murah"
"2380","Positif",1,"terimah kasih"
"2381","Positif",1,"cukumbantu  memudahkan san"
"2382","Netral",0,"ng suka i araveloka"
"2383","Netral",0,"ok ok"
"2384","Netral",0," azza"
"2385","Positif",1,"tingkatkan  yg terbaik"
"2386","Netral",0,"ok"
"2387","Netral",0," coba aasi  males sdh terbiasa tolong jgn turunkan mutu yanan ya  yg  jgn suruh ue aasi hya jadul"
"2388","Netral",0,"suka sekaliiiii"
"2389","Netral",0,"no e"
"2390","Positif",1," bagus"
"2391","Positif",1," cepat"
"2392","Netral",0,"  rekomendasikan"
"2393","Netral",0,""
"2394","Positif",2,"sukses  amanah"
"2395","Netral",0," virtual number sei credit card kenaiba    transaksi  tanggal  seber    memakai   tgl  udah hubungi cs   suru nunggu tanolusi tolong  follow up"
"2396","Netral",0,"oke jos"
"2397","Netral",0,"suka "
"2398","Positif",1," memudahkan alanan "
"2399","Netral",0,"good"
"2400","Netral",0,"mudah elian tiket kemana  u  reshedule refund   mudah  ceres nya    traveloka  alanan  "
"2401","Positif",3,"terimakasih traveloka    senang  traveloka agi   keayaan atter yamg  memudahkan zaya  bertransaksi  bunga nya aman  terimakasih  ritasnya     terbaik    ya traveloka"
"2402","Netral",0,"te o okok nya traveloka  gak   nya"
"2403","Netral",0," cobasemoga memuaskan"
"2404","Positif",1,"refound tiket sdh setahun  gak diganti"
"2405","Netral",0,"traveloka   bagussssss taak ah  discon jakarta silangit pengen kali  discon jakarta silangit eeeeeeen bangeeeeeeeeeeeet berharapwalaugkpungkpasti"
"2406","Netral",0,"goodbe smart"
"2407","Netral",0,"no debat"
"2408","Netral",0," yanan terbaikmu"
"2409","Negatif",-2,"skor ater nya ga   turun   asindikator  terhi dgn    ayaran  due date cahan cicilan  elian   taendadak turun level     inum   inum  ue a    gold  goodbye traveloka ue     traveloka eats ga   ater "
"2410","Positif",1,"traveloka yanan  bagus"
"2411","Netral",0,""
"2412","Netral",0,"good"
"2413","Netral",0,"good service"
"2414","Netral",0,"mantap"
"2415","Netral",0,"ceakurat"
"2416","Netral",0,"m  v  x  tv vjrnvraak en hou n snit om dit vas te s sni tte wat onts is sal ná  uur uitgevee word"
"2417","Netral",0," memuaskan"
"2418","Netral",0,""
"2419","Netral",0,"mudah  gunaan"
"2420","Netral",0,"susah banget daftar eter    kali coba gagal    kasi bintang  "
"2421","Netral",0,"  okr"
"2422","Netral",0,"sdah ikuti  arahan taasih  bisah kebukah"
"2423","Positif",1,"bagus   membantu"
"2424","Netral",0,"easy to use"
"2425","Netral",0,"nice"
"2426","Netral",0,"traveloka  membantu   sanan tiket watgood job traveloka"
"2427","Netral",0,"okk"
"2428","Positif",1,"pas banget  acara reflesing"
"2429","Netral",0,"pelayanan nya  "
"2430","Negatif",-4,"  kecewa  aasi  aasi   merugikan tiket jadwal rbangan dibatalkan sek  maskamerekaeeh dikembalikan voucher t gak   salah  customer yg kena getah jadwal rbangan   batalkan sek  traveloka yg membatalkan rbangan eeeh  ganti jadwal kena biaya ganti eeh diubah  jam keberangkatan nyakena biaya  kmu sit ato  ya klo gak  rbanganjgn dilisting dunk bosgak mutu"
"2431","Positif",1,"murah  cepat"
"2432","Netral",0,"ok"
"2433","Positif",1,"ok bangat elian  semoga sukses trus"
"2434","Netral",0,"ok"
"2435","Positif",1,"  bagus aasinya   ater taak   acc  nga ngadain ater  mending sblah udh harga hoteltiket wat  murah  "
"2436","Netral",0,"bgus"
"2437","Positif",2,"traveloka  bertanggung  bisanya  janji"
"2438","Netral",0,"siih  membantu"
"2439","Netral",0,"aasi yg  membantu traveller"
"2440","Netral",0,"ok"
"2441","Netral",0," membantu"
"2442","Netral",0,"giliran travel udah normal eats dibuang gitu aja  memikirkan nasib driver  mencari nafkah   aasi "
"2443","Netral",0," baagusaa"
"2444","Positif",2,"terima kasih limit   "
"2445","Netral",0,"konto"
"2446","Netral",0," bagusmks"
"2447","Netral",0,"jelek banget nyari wat emirates gak  "
"2448","Netral",0,"mantap"
"2449","Positif",2,"nyaman  aman  travelokaperjalanan  mudah"
"2450","Netral",0,"mudah "
"2451","Netral",0,"iji araveloka gimana sih   mengajukan payleter ko   verifikasi ya     seminggu tolong  kasih keian  mah alasannya  liharaan sistem a kaselesai ya sistem  sistemnya aa bagus  kalo   nat ah  aain kalo  "
"2452","Positif",1,"aang memudahkan"
"2453","Netral",0,"mantap"
"2454","Netral",0,"ok"
"2455","Netral",0,"trimakasih  memudah alanan "
"2456","Netral",0,"siip"
"2457","Negatif",-1," reschedule darurat si"
"2458","Negatif",-1," tawarkan atergiliran daftar ga  setujuihhal udah  cinta  traveloka tera  hadari haaya "
"2459","Negatif",-1,"aasi h akun ater  diblokir    aktivitas mencurigakan"
"2460","Positif",1,"tks traveloka yg sdh memudahkan  transaksi"
"2461","Positif",1,"tolong k traveloka adakan fitur ent digital  dana godan ovo   mw en tiket wat   kartu rekening  i  indomaret terdekat udah tw  ga  rekening "
"2462","Netral",0,"mantapat"
"2463","Positif",1,"cedan  diandalkan"
"2464","Netral",0,"ok"
"2465","Netral",0," ama nyoba"
"2466","Negatif",-1," kecewa  yanan traveloka   memakai aasi    taeberaikecewakan  yanan nya  kali elian  rute jakartabanda aceh transit medan flight medan  banda aceh nya  cancel taiket    refund    t   tawarkan  k traveloka tujuan    banda aceh   medan  flight  aceh nya  cancel aang   lakukan    uang refund  tetalan"
"2467","Netral",0,"ok"
"2468","Positif",1,"terbaik"
"2469","Netral",0," menguntungkan "
"2470","Netral",0,"karefund   kirimnya"
"2471","Netral",0,"excellentmantap"
"2472","Negatif",-1," data yg  isi bener t  acc jg"
"2473","Netral",0,"mantap"
"2474","Netral",0,"the best"
"2475","Netral",0," membantu"
"2476","Netral",0,"mantaelayanan oke"
"2477","Netral",0,"mantapp"
"2478","Netral",0,"good"
"2479","Netral",0,"tetatia i traveloka  alanan an  tiket  makasih traveloka"
"2480","Netral",0," mmbantu "
"2481","Netral",0,"nggan setia"
"2482","Netral",0," membantu"
"2483","Netral",0,"resif  mantap"
"2484","Negatif",-2,"   i travelokatr hrs r ulang lgsudah booking hotel   ayaran  voucher   terbitkrn alasan kamar full  tertera available  harga trbminta  refund butuh  hr kerjadan  ganti htltua yg sesuai harga yg diiseti tdk   bookingsangat merugikan "
"2485","Positif",1," bagus"
"2486","Netral",0,"top"
"2487","Netral",0,"mantap"
"2488","Netral",0,"oc"
"2489","Netral",0," "
"2490","Netral",0,""
"2491","Netral",0,"oke"
"2492","Netral",0,"mantap"
"2493","Netral",0," udah dihaganti yg "
"2494","Netral",0,"josssss"
"2495","Netral",0,""
"2496","Positif",1,"good es"
"2497","Netral",0,"ok"
"2498","Netral",0," memuaskan"
"2499","Netral",0,"mantap"
"2500","Positif",1,"bagus"
"2501","Netral",0,"mantul"
"2502","Negatif",-1,"ganti hengan akun   diinstall kenaemua  tibatiba hilang"
"2503","Negatif",-1,"kenaraveloka food nya   i paylater ya kak   taekarang  "
"2504","Netral",0,"good"
"2505","Netral",0,"aasi  mudah  "
"2506","Positif",1,"membantu banget"
"2507","Netral",0,""
"2508","Netral",0,"ok"
"2509","Positif",1,"bagus  membantu"
"2510","Netral",0,"best"
"2511","Netral",0,"mantap"
"2512","Positif",1," bagus"
"2513","Netral",0,"mudah"
"2514","Positif",1,"bagus "
"2515","Positif",1,"traveloka memudahkan alanan "
"2516","Negatif",-1,"anal desa yg   alaman tinggal dikebun  keras mencari hiduetermn yg  amu andalkan  bertani cums  yg diajarka n olen olen orang tuaku samsemarang  yg amu mafaatkan"
"2517","Negatif",-1,"tukar   kubaru sehari lgsg exd  form   berlaku kubaru dihitung  ditukar ngumn  sia mengecewakan not recommended"
"2518","Positif",1,"bagus mantap"
"2519","Netral",0,"mudah beli tiketnya"
"2520","Positif",1,"bagus"
"2521","Positif",4,"tdk  bri internet benking h  bikin susah org aja l sdh moderen taasih kuno taii kucing tdk  org  bca bikin aasi  jgn  otak  kasih lancar jaman moderen tatak  making eror tdk rkan  ingan org  km  cerdas mending berali  aasi   selamat tinggal"
"2522","Netral",0,"nice"
"2523","Netral",0,"mantambantu"
"2524","Netral",0,"mantao   obooking aasi "
"2525","Netral",0,""
"2526","Positif",1,"traveling mudah n nyaman dg traveloka"
"2527","Netral",0," telat   atter dc dah telkantor  males   mna  hhamx   ktnya ojk  ojk  o"
"2528","Positif",1,"bagus "
"2529","Netral",0," membantu"
"2530","Netral",0,"ok"
"2531","Negatif",-1,"aasi ani   dikirim kode verifikasi taak muncul kode  no h daftar susah"
"2532","Netral",0,"aasi yg  membantu"
"2533","Netral",0,"cenganan"
"2534","Netral",0,"mantap"
"2535","Positif",1," terbaik "
"2536","Positif",3,"bagus  mudah unya kejelasan  haraya   jujur terkait harga  fleksibel  bentuk diskon  "
"2537","Netral",0,"mantan suka "
"2538","Negatif",-1,"good on  yg  cari info tiket samotel dg harga murah"
"2539","Netral",0,"toppp"
"2540","Negatif",-2,"susah bgt  refundhal  kesalahan costumer"
"2541","Netral",0,"mantap"
"2542","Netral",0,"  memindahkan saldo uangku  domdigital  m bangking "
"2543","Netral",0,"ok"
"2544","Positif",1,"dikasih limit ater taabisa    asengaja banget  bikin susah biar gak   ater nya"
"2545","Netral",0,"ok"
"2546","Netral",0,"ok"
"2547","Netral",0,"kenaemua aasi hotel   intaan khusus   tamu bersikeras ah k aasi menyanggua check in jam  checkout lusa jam  malam  tanarus booking"
"2548","Netral",0,"mantaka"
"2549","Netral",0,"mantap"
"2550","Netral",0,""
"2551","Netral",0,""
"2552","Positif",1,"bagus"
"2553","Netral",0," membantu"
"2554","Netral",0," sulit dlm ayaran coba  i ovo ato godiuar lg jaringan ayaranya min"
"2555","Positif",1,"alhamdulillah  membantu"
"2556","Positif",1,"lumayan"
"2557","Netral",0,"nice"
"2558","Netral",0,"good"
"2559","Netral",0,"mantap"
"2560","Netral",0,"best"
"2561","Positif",2,"aasi  bagus banget deh  suka"
"2562","Netral",0,"kl"
"2563","Negatif",-1,"unsub strategi bisnis mengorbankan driver traveloka"
"2564","Negatif",-1,"  kecewa tanggal   i traveloka  jembandara cari  juanda smolo   situ tulisannya bengawan solo   jawa tengahtawa timur  udah bayar  jt  tujuan q solo jawa  si sominta nambah  kena  juta    aasi "
"2565","Positif",1,"cepat"
"2566","Netral",0,"good"
"2567","Negatif",-1," membantu  ribet alanan  menyenangkan"
"2568","Netral",0," filter rbangan  berfungsi"
"2569","Positif",1,"istimewa"
"2570","Negatif",-2,"aasi sialan duit atribut driver traveloka eats balikin woyyybaru setahun dah bangkrut anying"
"2571","Netral",0," membantu"
"2572","Netral",0,""
"2573","Netral",0," membantu"
"2574","Negatif",-1,"parah  gak  login  word  nomor teledah  tolong benerin  login"
"2575","Positif",2,"aengen cari untung doank tanikirin nasib driver yg antusias gabung biar "
"2576","Negatif",-1,"bangkrut hahaha"
